Bedrooms,Bathrooms,Size_sqft,Parking_space,Condition,Year,Price_INR
4,5,1678,1,1,1999,8234148
4,5,2187,1,4,2024,18420243
3,4,1895,1,5,2014,11474695
6,2,2979,0,4,2009,21280481
2,4,3947,0,4,2014,28892885
6,2,1744,0,5,1997,10853283
2,1,2714,0,3,1998,21134141
3,5,577,0,3,2018,6370566
6,5,3010,0,2,1995,28904114
2,5,1215,0,1,1996,13262520
3,4,3982,1,1,2021,42754917
1,2,3404,1,2,2011,16213222
3,4,4686,0,5,2005,26620216
2,2,4131,1,5,2023,32673803
3,2,2069,1,5,2019,26223688
3,1,1620,0,4,2003,14406912
5,4,4188,0,1,2002,17856208
3,1,4080,0,1,1984,31002528
2,1,2500,1,1,1981,7262529
4,2,3710,1,5,1986,35554966
1,3,3359,1,2,1999,32847965
3,2,4988,0,1,2006,21495630
2,1,2659,0,2,2015,17783875
6,1,2426,0,3,1980,13621650
6,5,2210,0,2,1985,12622220
2,1,4962,1,3,2017,36003211
5,1,962,1,3,2004,6948094
6,2,2424,0,2,2015,20978670
2,2,4773,1,1,1991,40835506
4,2,3624,0,5,2006,30081960
2,2,1911,1,2,2022,12243830
4,3,2372,0,1,2024,12533812
6,5,4397,1,3,1988,34218622
1,5,3545,0,5,2023,41597094
3,2,4326,0,3,1985,27846280
1,1,836,0,1,2000,8021106
3,5,4240,1,5,1996,28826463
6,1,467,1,1,1997,2273855
1,3,401,0,5,2019,3618190
4,4,4821,1,1,2004,32245315
3,4,4278,0,2,2005,18430843
3,5,2706,0,1,1994,26347574
1,2,560,1,1,2017,6097260
5,4,1257,0,3,2008,6572516
6,5,2050,0,1,2008,16276281
5,2,1754,0,4,1987,13844095
1,4,1329,0,3,2018,17055936
2,2,627,1,5,1997,4360675
1,2,942,0,1,1984,7834213
6,1,2626,1,2,2004,31712332
4,1,4341,0,1,2024,32312354
4,5,4695,0,5,2019,65859492
2,3,2752,1,2,2014,15907865
6,2,3272,0,1,2006,44685816
5,2,2060,1,5,1989,23554502
4,1,1463,0,4,2022,13581191
6,3,2956,0,5,2022,23045647
4,3,557,0,4,2001,4609214
3,4,3897,1,5,2004,19509142
6,5,414,1,4,2000,4845807
3,1,3174,1,4,1980,26880304
2,1,4645,0,4,1998,28059141
4,3,2940,0,4,1992,19296133
1,5,1716,0,3,2019,19439674
5,4,2318,1,1,2007,18444860
2,1,4700,0,4,2001,38254520
1,5,3523,0,3,1984,11849331
1,2,3481,0,4,2007,22766596
2,2,2136,0,4,1999,21050892
2,3,4142,1,2,1994,14375200
4,2,4361,1,1,1992,28249869
5,3,3209,0,5,2020,36051265
6,2,2073,0,5,1987,24388690
4,2,2495,1,2,2007,22119312
6,1,2603,0,3,1999,25558012
6,2,2596,0,5,1999,22499379
1,2,2448,0,1,2019,26209637
6,1,1223,1,1,1989,7357728
4,1,899,0,2,2007,3970205
4,5,782,0,4,1993,6854862
5,4,4474,0,2,2007,27311142
3,5,4771,0,2,1994,33843061
5,4,1565,1,3,1986,9132810
4,5,4567,1,4,2021,57328030
3,2,4133,1,5,2024,19734548
6,4,1391,1,3,1981,14567952
1,2,4165,0,1,2023,21195706
5,4,1666,1,5,1987,16998666
2,3,4361,1,3,1994,44996655
1,1,1127,0,4,2023,12904792
3,5,3052,1,2,2007,34605809
1,3,736,1,2,2023,5901714
2,1,1853,0,1,2008,13386971
2,3,614,1,5,1996,2415000
5,2,3223,0,1,1991,19579015
6,3,3908,0,1,2010,49433088
5,2,1917,0,5,1993,11450072
4,4,467,0,3,2023,5445134
4,4,1919,0,5,1986,11844920
1,5,948,1,4,2016,11217359
2,1,4296,1,4,1990,21858575
1,3,4854,0,5,2011,51299352
3,2,4470,1,2,2010,34811115
3,2,1574,0,1,1986,13442245
4,5,3430,1,1,1983,26083139
6,1,4023,1,4,2007,46960004
1,1,2735,0,2,2022,31437715
3,2,602,0,1,1998,5908323
4,2,2671,0,5,2015,13205496
1,1,2365,0,1,1980,14215285
2,4,4623,0,3,1994,38186944
3,2,579,0,5,1983,4337535
6,4,480,1,2,1992,5510986
3,5,1568,1,3,1999,7362739
2,2,3480,1,4,2002,24101767
4,1,2968,0,4,2023,42503671
3,5,1396,0,1,1984,7465492
2,1,2840,0,5,1997,18466394
4,3,2812,1,3,2019,37892671
5,1,833,0,3,1983,6633915
4,4,1209,1,4,1999,6226510
3,4,2876,0,1,2019,23639339
4,3,1464,0,1,1981,14312595
6,4,4825,0,3,1995,58178356
3,1,2280,0,2,1998,10726578
4,5,2237,0,2,2003,18197738
5,3,479,0,4,2010,4106477
4,2,3150,0,1,1998,22174536
5,4,849,1,5,2003,10925293
3,3,907,0,2,1983,6569498
4,3,3198,0,4,1988,11524199
2,4,3080,0,3,2005,14488080
6,1,4076,1,1,2012,52935237
5,4,2345,1,4,1992,25564921
1,4,806,1,4,2006,8569995
5,3,2895,1,5,2004,12929055
4,1,2205,1,5,2008,11361656
5,3,3067,1,5,1984,17988746
4,5,4700,1,1,2023,47355775
3,4,638,1,2,2024,9010278
3,3,3776,0,2,2009,41005097
6,1,2320,0,3,1990,14935338
2,2,2917,1,1,1989,18588926
1,1,2093,1,5,1986,10402554
6,4,3044,0,4,1981,34643519
3,3,4848,1,1,1982,16936116
2,2,992,0,5,2006,10479919
1,2,4947,0,3,2006,37684098
2,1,1137,0,1,2010,7050899
3,1,2617,1,3,1988,26825452
6,3,3837,0,1,2012,49142190
1,1,2603,0,3,1991,9824996
3,5,3690,1,2,1988,18723537
4,3,1193,0,3,1992,10675903
6,4,1544,0,1,1993,16736963
1,3,3717,1,4,1981,33548028
2,5,3665,1,2,2024,24690129
4,5,4878,0,3,2018,48346652
2,1,4867,0,4,2014,45588429
3,2,718,1,3,2006,8019048
3,3,1740,0,5,1996,9286221
4,4,2094,1,2,1994,22970396
4,1,3821,1,2,2002,39137902
1,4,2237,1,4,1985,22093321
2,5,2942,1,1,1983,12778934
5,1,1942,0,2,1992,20991868
3,2,1161,1,1,1981,10727111
5,1,4623,1,1,1990,21843551
5,4,2590,1,3,2012,29590546
4,5,4380,0,4,2021,57678666
2,3,2196,1,4,1980,16500562
5,2,1733,0,4,2001,12324271
2,3,2275,0,4,2019,26336667
4,4,4372,0,2,1998,44952795
6,4,1363,1,1,1995,13499415
6,4,3212,0,5,1985,26832412
6,5,4841,0,2,2023,46264194
6,2,1670,0,2,2014,19556092
5,4,751,0,3,1990,4555458
5,4,4414,1,1,2011,60036975
3,3,2492,1,2,1998,14336903
5,4,1058,0,3,2014,14987322
1,4,3689,0,1,2005,26550449
4,3,2135,0,4,2004,19312191
1,3,3456,0,4,1984,27851626
6,2,2858,1,2,1989,15466418
5,5,4352,0,1,2016,23921899
5,5,3849,1,1,2005,29153289
1,4,577,0,3,2023,6623806
3,2,1907,0,2,1982,13717277
3,3,4613,1,4,2012,54466637
1,3,3508,0,2,1991,28060890
1,3,727,0,4,1985,6575481
4,3,452,1,1,1990,4562146
3,4,2644,1,5,2003,18584479
6,3,4494,1,1,2010,37333652
2,5,923,0,2,2008,4085294
6,1,4128,1,3,2017,36863001
5,1,1206,0,5,2022,15656208
5,5,3304,0,1,2015,24989198
1,2,4655,1,3,1985,25559900
6,5,1440,1,1,1987,7427787
2,3,1647,0,3,2004,12851421
3,1,3256,0,2,2013,14506908
3,3,3336,0,1,2004,14640027
3,5,1539,0,4,1993,10193192
6,5,4770,0,5,2018,61091962
1,5,2360,0,4,2020,31492531
1,5,3933,1,1,2010,21652616
5,5,1421,1,2,2013,6723933
6,2,3379,1,2,2014,45072686
5,3,3978,1,2,2004,48956885
3,1,2432,1,5,2000,13770861
5,2,2567,1,5,2013,21948582
5,2,2633,1,4,2006,11981775
3,5,3715,1,3,1992,20220874
1,2,1657,1,2,1996,5861654
5,3,1868,0,2,2015,22171017
1,2,3330,0,2,2024,41314807
2,2,3037,0,1,2008,34578151
1,3,3926,1,3,2017,33851895
4,5,4850,0,1,1983,24558036
4,4,1343,0,5,2011,13785727
3,5,2287,1,3,2002,21631704
4,3,4551,1,3,1998,25723382
2,2,1184,0,5,2023,10258529
1,5,1130,1,2,2016,6919707
1,1,2030,1,4,2017,8418153
6,4,3159,1,5,1987,20101358
5,2,1355,1,2,2024,19656702
5,4,3155,1,3,1980,25940722
5,1,3273,0,3,2001,31254421
1,5,496,1,4,1982,4354739
1,3,3238,1,1,2023,40672410
6,4,1519,0,4,1983,7585035
5,1,4290,0,5,2010,23156571
6,5,4985,0,5,2012,67942853
1,2,4047,0,3,2000,33722496
2,5,4528,1,4,2019,47211170
5,5,3484,1,1,2010,17310663
4,3,4087,0,4,1987,16511384
5,3,4285,1,5,2008,23338117
4,4,4244,1,5,1983,39485350
3,1,1532,1,5,1990,9619524
4,3,1012,1,5,2022,7147445
6,3,4865,1,3,2004,54947487
2,1,4973,0,4,1989,44909597
1,1,921,1,3,2002,8311709
6,5,1187,0,2,2013,15211143
6,2,1012,1,4,1984,9917104
2,4,1806,0,1,2022,8393897
3,3,4075,0,2,2024,30141147
6,1,2626,0,5,1999,24233406
2,5,3093,1,4,1992,21549605
2,1,1894,0,5,1984,12423619
3,5,1985,0,1,2013,19699296
2,3,4679,1,4,2006,49962626
3,1,2151,0,3,2017,11347386
1,1,3103,0,4,2021,28251247
5,5,572,0,2,1994,3073878
1,4,969,0,5,1999,4992569
1,4,4030,1,2,2000,15713717
1,2,3304,1,5,2008,30850165
2,1,2770,1,3,1981,14452695
1,2,823,1,4,1995,7457258
3,5,2591,1,3,1989,11927598
3,2,4194,1,4,2021,37314944
6,2,1260,0,3,2000,15457830
6,4,1933,0,2,2006,16270011
3,1,4219,0,1,2013,21093894
6,2,2618,1,3,1992,25692038
3,1,2289,1,4,2006,28054256
6,2,1816,1,5,1995,19778961
1,5,4362,0,3,1985,32763685
4,5,1057,1,4,2024,14561862
6,3,2199,1,1,2019,24430627
5,4,2294,0,4,2012,29637399
4,5,1934,0,2,1987,11046823
2,3,4245,1,4,2017,45384846
1,1,2379,0,2,2018,10042376
4,1,769,0,3,1998,7679104
1,5,574,0,2,2007,4195257
3,1,1609,0,2,1998,9570847
2,5,4744,0,2,2019,33387260
4,2,2870,0,2,1984,23231333
5,5,2112,1,2,1998,23946587
3,3,4517,1,1,2007,48807582
6,1,923,1,5,2005,8801016
3,4,1201,1,4,2007,14594566
6,2,2094,1,1,2004,17586736
6,2,837,0,4,2023,6232628
2,4,1076,1,1,1993,8346875
6,2,4644,1,4,2022,41807089
3,3,685,0,4,2023,9882522
3,5,443,0,2,2007,5742604
6,1,2266,1,2,1989,9091879
4,3,1082,1,3,2009,9890453
3,2,2116,1,3,2007,17118270
2,5,4233,1,4,2007,28289139
6,4,2354,1,2,2000,23809490
1,4,2090,1,2,2019,8965779
2,2,3062,0,1,2000,14841940
2,5,943,1,1,1998,7045305
1,1,3191,0,4,2013,19897010
4,1,2448,0,2,1982,14151597
5,3,1049,0,2,1989,12005651
6,5,1177,1,2,1995,12476690
6,1,1624,0,3,2004,12696584
5,1,2356,1,4,1995,27700256
2,3,2090,0,5,2010,18943756
4,5,3924,1,2,2016,54305884
4,2,1052,0,5,2007,4669256
4,1,2321,0,5,1986,9802768
4,3,690,1,3,2017,7444484
2,5,1280,0,4,2010,8459639
6,3,4235,0,1,1993,31422277
3,4,3426,1,1,2002,22832691
6,3,2053,1,4,1993,14953544
5,5,2544,0,1,1998,17176792
5,5,3965,0,5,1997,25703055
6,5,4237,0,3,1980,41592599
1,2,786,0,2,1983,4992234
2,2,2260,1,5,1996,22517602
5,5,577,1,2,1999,3878870
2,2,2407,1,4,1985,13750299
6,4,2775,0,2,1995,20565054
2,4,2855,1,1,2020,24525540
6,2,4780,1,4,2008,34839756
4,5,2725,0,5,2007,26157696
1,2,2017,0,3,1980,9340986
2,4,446,1,4,2018,2013969
6,5,3798,0,2,1989,25644984
5,4,898,1,5,1995,4377699
5,3,2733,0,1,2018,23761023
1,3,2459,0,4,2015,25436194
2,4,1818,1,3,1994,18318799
4,2,2729,0,5,1998,19779579
1,1,1933,0,5,2006,8047030
2,5,3395,1,4,2001,37708716
1,4,4996,0,1,1990,21020896
4,2,4296,0,1,1994,42797866
3,5,2525,1,2,1998,28925870
3,5,612,1,3,1984,3400618
3,2,4184,1,3,2023,19564753
4,4,510,1,5,2010,3312651
4,4,1977,1,2,2022,28147558
1,3,4509,0,4,2021,30039365
6,1,4811,1,3,1987,53900331
5,1,2283,1,2,1997,23924728
4,1,2259,1,1,2004,19528212
4,3,2553,0,1,2017,25240690
3,4,3627,0,5,1989,23451494
3,5,2979,0,4,2019,27573987
6,1,4993,0,3,1994,37605056
3,3,1103,0,2,2023,6115993
5,4,2582,1,3,1985,19165886
3,4,4853,1,5,1982,17077223
3,1,1070,0,3,1987,5052100
6,5,2476,0,2,2009,13808018
5,5,1328,0,3,1994,9387621
3,5,3480,0,5,2000,38267147
1,2,3597,0,4,1996,16510882
1,5,4089,0,3,1993,16016550
2,1,3075,0,5,2001,20603905
1,3,1073,0,4,2022,5200056
5,5,3333,1,1,1994,39034428
3,2,4229,0,4,2006,43078544
2,1,2219,1,1,2009,20708185
4,1,3980,0,1,2024,47482360
6,2,402,1,3,1999,1832798
6,1,1675,1,1,1982,6139200
4,3,2072,1,4,2006,23152068
1,1,892,1,2,1985,7125789
2,2,3011,1,4,2014,36324830
4,4,4246,1,5,2006,21651677
4,5,4885,1,3,2004,27319853
4,5,1358,1,3,1992,16026831
1,4,4433,0,5,2000,25025157
1,3,1648,1,2,2011,12244365
2,2,1619,0,2,2014,7308228
1,3,3416,0,5,2021,35196586
1,3,631,0,4,1998,6517925
5,5,3974,0,5,1982,41075597
1,2,1844,1,3,1989,10111527
2,2,2321,1,1,1985,12162197
1,3,877,0,5,2024,5451302
6,3,4570,1,5,1985,17176753
6,2,3877,0,2,1989,38453991
1,4,1645,1,4,1991,8827781
5,1,3267,1,3,1989,25573326
6,2,3762,0,1,2018,23730694
2,3,1207,0,5,1990,8674097
6,4,2706,0,5,2018,38248709
4,2,4665,1,2,2017,27942647
5,1,3103,0,3,1996,28076653
1,2,4875,0,2,1995,28749007
3,4,3384,0,3,2003,37885530
5,2,733,0,2,2024,9462465
5,4,1910,0,5,1989,10725518
2,2,4024,1,5,2004,40555372
4,2,1949,0,4,1991,12867727
4,4,581,0,1,2012,4634747
4,2,4422,1,5,2007,23499357
5,4,4958,0,4,2020,45907240
3,2,3249,0,4,2007,23716886
2,2,1780,0,3,2008,14118664
3,5,3686,0,3,1984,14395433
4,1,4969,0,5,1992,41954867
5,5,1446,1,3,2023,20767330
4,3,4350,1,3,2020,51939546
3,2,1487,0,4,1995,8356440
4,5,3464,0,2,1981,31326002
1,3,1064,1,1,2023,5606541
2,3,1689,1,5,2002,7940732
3,5,4342,0,5,2015,30675224
1,4,4566,0,2,2006,26592658
4,4,2113,0,4,2011,27576459
2,2,3673,0,4,2011,28895619
2,2,2563,1,4,1995,9907812
2,2,4988,0,1,2002,54873835
5,3,4717,1,5,1994,29965343
2,5,2710,0,1,1996,18055473
1,2,424,1,5,2013,5008509
3,5,1067,1,3,2002,7131317
1,4,3054,0,2,1980,13093859
4,2,1311,0,3,2004,13767638
5,2,2425,0,3,2021,17051574
5,3,1649,1,4,2004,14777709
4,4,500,0,5,1992,2947029
3,3,4109,0,3,1995,32169962
5,2,1359,1,2,2006,14624944
4,4,4842,0,3,1984,34965082
4,2,4560,1,3,1984,16646131
4,5,2301,0,2,2009,12103722
4,2,475,0,3,2002,3363953
2,5,1689,1,5,1983,14700414
3,4,3997,1,2,2000,39272654
6,3,1650,1,1,2009,13985815
4,5,4849,0,4,2020,44966814
2,5,2263,0,2,1990,12058794
2,4,3525,0,2,2000,21464723
1,1,1793,1,5,2024,16769667
6,3,531,0,1,2024,4581228
4,4,680,1,5,1983,2834644
2,5,2402,1,1,1999,8919222
6,2,3955,0,2,1993,19590130
1,1,4863,1,5,1993,28949538
1,3,3009,1,5,1982,25173095
4,5,2353,0,2,2003,19610874
5,2,3266,0,4,2001,19679486
2,4,1506,0,5,2006,11146148
5,3,1320,0,1,1981,10213828
1,5,3843,0,5,2002,37681588
5,3,1314,0,4,1984,4742309
5,1,2634,0,1,2024,27617119
4,2,2970,0,4,2008,32508833
1,4,3993,1,2,1987,18505187
3,4,4066,1,4,1986,14172721
2,3,639,1,4,1986,2798911
4,5,672,0,2,1982,4703359
4,5,3103,1,2,2022,32545255
3,1,3859,0,4,2016,35525623
4,1,1828,1,3,2005,8071855
1,2,2009,0,3,1987,13191422
4,3,3255,1,4,2020,42852286
4,4,2748,1,5,2019,26905571
3,5,4045,0,5,1990,21412247
2,1,2484,0,5,1990,24205239
6,2,2319,0,4,1993,15019029
2,2,3101,0,1,2019,25002448
5,4,803,0,5,1995,6719383
1,1,2779,0,4,1989,15099402
3,3,3031,0,5,2002,14874614
2,2,4165,0,2,2006,16243716
3,4,1662,1,4,1998,19022329
6,5,2522,0,4,1983,15803150
5,2,3430,1,1,2007,33384035
2,2,477,1,2,1991,4792501
3,5,2527,0,4,2014,18409201
6,3,445,0,3,2010,2782819
1,3,408,0,4,2004,3306362
1,3,1754,1,1,1985,13524911
5,3,958,1,4,2003,7545484
2,3,2266,1,2,2019,24974124
2,1,4116,0,5,2003,21026611
1,1,428,0,2,1984,1672942
6,5,2264,1,3,1986,12259371
5,1,2768,1,5,2007,15242956
4,1,4794,0,3,2018,23506299
1,2,2373,1,3,1986,11168585
1,2,691,0,5,1995,2894057
3,1,4776,0,1,2020,41837878
5,1,2111,1,1,2016,15011602
4,2,3695,1,2,2000,20223933
6,5,2667,1,5,2008,16336184
5,2,534,1,2,1995,2149800
5,4,1810,0,5,1986,12551534
1,5,2942,1,3,1989,10493415
1,3,2434,0,3,2003,27142274
1,2,4670,0,5,2011,33728576
3,2,2658,1,4,1994,17645684
4,2,898,1,1,2007,8510844
6,3,2112,1,2,1996,13152529
6,3,3299,1,3,2009,46199097
4,3,3513,1,2,2015,25045165
5,1,2578,0,2,1988,27881241
6,3,3083,0,5,1980,24030327
6,3,2533,1,5,1982,13885124
6,3,4512,0,1,2007,20210090
1,3,3504,0,2,2023,42379492
6,1,3823,1,5,2012,50046498
5,1,1386,1,1,1986,10421956
1,1,3298,0,4,2006,11593909
5,3,2484,1,5,1998,15440639
5,3,1984,1,1,2022,14065475
3,4,4599,0,3,2022,54108396
6,3,2487,0,5,1993,24852096
3,4,826,0,5,1981,7533660
6,2,1004,0,5,2002,6010711
5,5,3886,1,5,1995,19755426
1,5,1561,1,4,2003,17971968
5,2,2938,1,5,2016,36446019
1,1,3964,0,4,2003,33773761
2,1,2839,1,3,2000,29148706
4,1,1714,0,4,1996,16274543
5,4,2320,1,3,1986,23466832
2,3,1826,1,2,2005,19847145
5,5,2582,0,2,1998,33035284
3,3,3143,0,5,2008,14546485
4,3,3396,1,3,1990,17197581
5,5,890,0,1,1992,10948996
6,4,3093,0,5,2007,25626892
3,5,1866,1,3,1993,14244905
3,4,4365,1,5,2020,39403172
2,3,1440,0,3,2018,8668667
6,4,829,1,3,1995,8522880
3,1,4999,0,3,1993,27097466
6,1,4937,0,4,2012,54293576
2,5,3034,0,3,1984,14204947
1,1,580,1,3,2023,2441294
1,2,4856,0,4,1995,49971842
1,2,2830,1,4,1993,12853881
1,2,4571,1,5,1987,40189712
5,1,884,1,4,2017,11787737
6,4,668,0,3,2006,3989455
2,1,3348,0,4,1985,23428986
1,4,688,0,5,2011,4304056
3,5,3269,1,3,2013,35902861
6,4,2224,0,1,2007,17187768
2,3,4445,0,4,2018,20521038
6,5,530,1,2,1990,4200622
6,2,1351,1,4,2022,18653755
6,5,2937,0,3,1992,18894196
5,5,1692,0,1,2019,19223386
1,1,4075,0,1,1987,21683385
2,4,3207,0,1,1983,30025916
4,1,2326,1,2,1986,15755624
1,1,3868,1,5,2007,34275579
2,5,3944,0,1,2019,32292484
1,1,3465,1,1,2016,13910265
4,5,3822,0,3,2004,48258289
3,5,1711,1,3,2020,11115072
3,3,4143,0,1,1988,33654179
4,4,4232,1,1,1995,27047358
2,3,4004,0,3,2021,28324524
5,5,446,0,2,1982,2173175
1,5,1116,1,1,2021,14145529
5,3,3528,0,5,2000,18336660
1,3,1855,0,3,1982,10223995
5,3,2189,1,3,1986,25146712
1,1,2322,1,3,1988,18139830
3,4,1055,1,1,1990,9411156
1,3,2520,1,2,2013,21336384
1,4,1896,1,4,1999,20825763
4,5,539,1,2,1992,4244734
4,2,4528,0,3,2011,20444420
1,4,2969,0,4,2008,15479180
1,1,2944,0,2,2017,23244848
2,3,1345,0,5,2000,10020814
3,5,3446,0,1,1987,16656814
1,4,4170,0,1,1998,23314120
1,5,1416,0,4,2010,11336955
3,3,4473,1,2,1987,34956022
2,5,4901,1,1,1996,50009418
6,1,2522,1,2,1999,19461478
4,2,2373,0,2,1982,23377686
4,2,1890,0,2,1997,16716918
3,5,510,1,2,2002,3742505
1,5,4142,0,3,2008,18070705
6,4,4160,1,4,2024,56268518
4,5,3194,0,2,2004,26631547
1,2,4026,1,3,1999,17802898
5,5,3904,1,2,1994,28621747
1,1,2001,1,5,2024,22981535
4,2,3844,0,2,1996,34231732
1,2,649,0,3,1987,2709427
6,1,2709,0,4,1983,16323983
1,1,879,0,4,1987,3432763
6,2,1052,1,3,1984,6193364
2,4,3974,1,2,2017,28077379
2,3,1942,1,3,2020,17458087
6,4,3154,0,4,1982,24873451
1,4,540,0,3,1983,1906973
3,2,2196,0,2,2014,21449038
3,2,737,0,2,2018,7880040
3,2,2546,0,5,1995,19842063
3,1,3947,0,1,1990,30408122
4,2,3589,1,4,2006,17591731
3,4,2974,0,2,2018,38184844
4,2,3372,0,1,1985,34392338
3,5,2497,1,4,1980,20302991
6,1,3253,0,1,2012,38002239
1,2,4078,1,4,2000,42333933
6,2,2179,0,3,2005,14107011
3,2,2927,1,3,1986,22529151
1,1,3434,1,3,1983,17723665
6,3,1842,0,5,1995,20840658
1,5,1460,1,3,2015,18195386
6,1,4441,0,1,2017,54386460
2,4,2710,1,3,2003,27979025
6,2,2936,0,4,2021,18596600
6,1,2819,0,5,1983,31328996
5,5,2996,1,5,2022,40576579
6,1,1908,0,5,2006,16703234
5,4,4055,1,4,2002,31759176
6,3,4143,1,5,2018,44975706
1,3,2621,1,3,1988,22409635
6,5,829,0,5,2002,10037546
5,5,4611,0,1,2002,32462464
5,3,4036,1,4,2018,60444832
3,1,640,1,1,2011,5555114
5,2,2253,0,2,2023,32805666
5,5,4733,0,5,2005,44790453
5,3,1759,0,3,2002,20319934
6,5,714,1,5,2011,4878606
2,4,4987,1,5,1986,24695744
5,4,659,1,1,2003,6309110
3,4,1092,1,1,1988,7789397
4,5,1407,0,5,2006,18794396
2,4,4876,1,1,1982,36312483
3,5,4122,1,5,2010,23841995
1,4,907,0,1,2013,6832817
3,1,3967,1,1,1992,18270232
4,5,2893,1,3,2000,34027939
2,1,4801,0,3,2014,47752657
4,1,2331,1,1,1980,13969997
6,3,4703,0,1,2018,24167918
1,2,3295,0,2,2015,18834430
1,3,4269,1,3,1983,26607930
6,3,2153,1,4,1981,24301173
1,1,2657,1,3,2011,16406447
6,4,3389,1,4,2000,33348095
6,2,3953,1,4,1982,36844791
6,3,3617,1,5,2002,35623862
3,4,4060,0,4,1983,17748073
3,4,413,0,3,1996,1583083
5,5,3868,1,4,1981,38437537
1,4,2109,1,4,1981,18147571
4,3,4783,0,5,2022,52223347
1,1,4348,0,1,2015,16223258
2,2,4858,0,1,2019,57578350
3,5,3500,1,4,1992,40641338
1,3,3517,0,2,2015,38276524
5,3,2284,1,2,2003,26758761
1,5,2023,1,1,1981,17239770
5,2,1092,1,5,1980,9724632
3,2,563,0,3,2017,5418742
3,5,649,0,4,1999,5697831
5,3,1473,0,1,1983,13085327
6,5,2904,0,2,1989,22593857
2,4,4350,0,4,2011,48180471
6,3,2267,0,2,1985,18851318
6,4,2816,0,3,2002,29556053
3,1,2934,1,5,1981,21365749
5,2,4122,0,2,2023,36108197
3,2,1484,1,1,2017,10558117
1,4,4637,1,3,2000,20561376
4,3,4294,0,2,1981,16370705
2,1,3117,0,3,2003,20515931
4,2,2242,0,2,1986,15118949
2,3,4773,0,2,1994,45489188
1,2,447,0,1,2004,3190239
5,4,4558,0,2,1982,48841503
6,3,911,1,3,2017,9140603
5,2,1682,0,1,2001,15077568
5,3,2249,1,1,1980,15866336
1,1,4805,0,4,1985,19028564
6,2,4548,1,5,2010,40436451
4,4,956,0,1,1996,5638126
3,4,3890,1,4,2013,35711912
6,5,1649,1,5,2010,18956418
6,1,4669,0,1,2002,52142655
5,3,4397,1,2,2007,22852920
3,1,1695,0,5,1988,7066186
4,5,1682,1,1,1989,8708163
3,5,3832,0,5,2000,15760391
3,4,1871,1,4,1981,15497978
6,4,1519,1,3,2014,13657748
3,5,3362,1,2,2011,21728480
1,4,4589,1,3,2000,25428645
4,4,555,0,2,2001,7053416
3,1,770,1,2,1999,3252904
5,5,1036,1,3,1980,3792799
5,5,3962,1,4,2022,34738732
6,2,1167,0,5,1995,7213638
4,4,793,0,5,1986,4281372
6,4,1057,1,5,2006,9874020
1,2,1859,0,4,1983,15752047
3,4,2693,0,2,2016,15664863
1,5,4572,1,4,1984,20485628
4,1,3390,1,4,2004,19695891
2,5,3717,1,1,2002,40642165
5,1,1511,0,4,2007,19186163
3,2,4607,0,1,2019,31501233
3,1,1256,0,4,2023,13696881
4,3,2247,1,3,1991,11900593
4,4,2829,0,2,1986,28436050
6,3,1015,0,1,1981,8343356
6,3,1988,1,5,2008,11905932
6,3,2386,0,5,2004,26418013
1,2,734,0,1,1986,4794740
6,3,2113,1,3,2017,20334634
5,3,415,1,1,1983,1471661
1,2,1838,1,5,1994,8304255
4,2,3111,1,3,1994,20333500
5,4,1963,0,4,1990,23115947
4,4,1787,1,5,1983,16177546
6,1,3667,1,1,2017,25098093
1,4,4478,0,2,2020,38745100
6,4,1788,1,5,2023,20869015
1,4,3557,0,1,1990,27664088
1,1,3307,0,1,2000,28722097
2,2,3821,0,3,2017,26675088
1,3,1438,1,1,1981,8660889
3,3,2249,0,2,2003,21904773
1,4,3694,0,2,2016,45809088
6,1,868,0,5,2011,8502843
4,3,3860,1,3,2000,32825243
6,2,4554,0,2,2009,53937522
1,4,4469,0,1,1992,31636172
4,4,4085,0,5,2004,50499965
4,2,1725,1,2,2020,12501840
6,2,3418,0,4,2022,48340076
5,4,4837,1,3,1994,22516659
2,1,2656,0,1,1996,20183664
4,2,2758,0,1,1998,24181396
4,5,1596,0,1,2022,8979682
3,3,1645,0,1,2002,11201413
1,3,3130,0,3,2024,23497436
2,2,3112,1,5,2001,18969219
2,5,1395,1,4,1989,10237250
6,1,4119,0,3,2014,50689089
5,3,1868,0,2,1988,16808335
4,2,1337,0,2,1999,15351104
4,3,2304,0,2,1984,23783041
3,2,4917,0,4,2014,26448037
2,4,2061,1,5,1988,11972934
1,3,1840,1,4,2000,16109608
5,1,4034,0,1,2020,44384974
5,1,843,1,4,2013,9774188
5,5,908,1,3,2015,8631401
5,3,2468,0,1,1982,12562152
6,1,3443,1,3,1984,20870974
2,3,1535,0,4,1980,13935510
4,1,4439,1,3,2000,52543967
2,2,1466,0,5,2015,13394456
6,3,4015,1,5,2006,35664945
1,2,4039,1,5,1993,25767959
5,2,2933,1,1,2000,25064948
6,5,4092,1,4,1990,43334859
2,1,4271,0,4,1985,15445136
1,1,4127,1,5,2003,28826337
3,2,1890,0,4,2019,24899413
5,2,4990,0,5,1988,21448118
6,5,4871,1,1,2012,59968706
4,1,1141,1,4,1990,12472284
4,3,697,0,2,1992,7977896
4,1,1098,1,2,1984,3974170
1,4,1231,1,1,2004,5770935
2,1,2305,1,4,1998,18545189
5,5,4186,1,3,1986,35787151
